Year,Month,SettlementPoint,AveragePrice
2016,8,LZ_CPS,31.30657258064518
2016,8,LZ_HOUSTON,33.56354838709678
2016,8,LZ_LCRA,31.175577956989258
2016,8,LZ_NORTH,30.148575268817243
2016,8,LZ_RAYBN,30.149758064516142
2016,8,LZ_SOUTH,31.82330645161287
2016,8,LZ_WEST,30.01056451612905
2016,9,HB_BUSAVG,26.861750000000033
2016,9,HB_HOUSTON,28.742416666666674
2016,9,HB_HUBAVG,27.188138888888897
2016,9,HB_NORTH,26.249180555555544
2016,9,HB_SOUTH,27.405569444444456
2016,9,HB_WEST,26.354250000000036
2016,9,LZ_AEN,26.710861111111146
2016,9,LZ_CPS,28.130249999999958
2016,9,LZ_HOUSTON,29.032680555555544
2016,9,LZ_LCRA,27.03994444444444
2016,9,LZ_NORTH,26.605861111111107
2016,9,LZ_RAYBN,26.470263888888894
2016,9,LZ_SOUTH,28.76201388888887
2016,9,LZ_WEST,26.767666666666685
2016,10,HB_BUSAVG,25.2048387096774
2016,10,HB_HOUSTON,28.24955645161289
2016,10,HB_HUBAVG,25.769059139784947
2016,10,HB_NORTH,24.005255376344078
2016,10,HB_SOUTH,26.68966397849464
2016,10,HB_WEST,24.113938172042996
2016,10,LZ_AEN,25.622903225806493
2016,10,LZ_CPS,26.250295698924717
2016,10,LZ_HOUSTON,28.545819892473133
2016,10,LZ_LCRA,26.068440860215063
2016,10,LZ_NORTH,24.532661290322583
2016,10,LZ_RAYBN,24.452513440860198
2016,10,LZ_SOUTH,30.03103494623656
2016,10,LZ_WEST,25.182258064516123
2016,11,HB_BUSAVG,19.244902777777792
2016,11,HB_HOUSTON,20.36593055555555
2016,11,HB_HUBAVG,19.489305555555553
2016,11,HB_NORTH,18.66488888888888
2016,11,HB_SOUTH,20.14883333333334
2016,11,HB_WEST,18.778416666666644
2016,11,LZ_AEN,19.640041666666637
2016,11,LZ_CPS,21.71466666666668
2016,11,LZ_HOUSTON,20.437680555555556
2016,11,LZ_LCRA,19.541680555555562
2016,11,LZ_NORTH,18.830513888888877
2016,11,LZ_RAYBN,18.87531944444443
2016,11,LZ_SOUTH,20.633388888888888
2016,11,LZ_WEST,19.343138888888898
2016,12,HB_BUSAVG,25.31830645161287
2016,12,HB_HOUSTON,25.727661290322622
2016,12,HB_HUBAVG,25.36259408602154
2016,12,HB_NORTH,25.149045698924702
2016,12,HB_SOUTH,25.708991935483862
2016,12,HB_WEST,24.86266129032258
2016,12,LZ_AEN,25.870174731182786
2016,12,LZ_CPS,26.596424731182818
2016,12,LZ_HOUSTON,25.736841397849467
2016,12,LZ_LCRA,25.487876344086036
2016,12,LZ_NORTH,25.28624999999999
2016,12,LZ_RAYBN,25.31955645161287
2016,12,LZ_SOUTH,26.32684139784947
2016,12,LZ_WEST,25.165819892473102
2017,1,HB_BUSAVG,23.25278225806454
2017,1,HB_HOUSTON,24.7818548387097
2017,1,HB_HUBAVG,23.325551075268805
2017,1,HB_NORTH,22.99185483870967
2017,1,HB_SOUTH,23.624811827956997
2017,1,HB_WEST,21.90172043010754
2017,1,LZ_AEN,23.404475806451583
2017,1,LZ_CPS,23.77256720430109
2017,1,LZ_HOUSTON,24.827365591397875
2017,1,LZ_LCRA,23.436276881720424
2017,1,LZ_NORTH,23.603024193548386
2017,1,LZ_RAYBN,23.390107526881742
2017,1,LZ_SOUTH,25.15548387096776
2017,1,LZ_WEST,23.231370967741917
2017,2,HB_BUSAVG,20.117827380952377
2017,2,HB_HOUSTON,23.265714285714267
2017,2,HB_HUBAVG,20.352127976190484
2017,2,HB_NORTH,19.448199404761876
2017,2,HB_SOUTH,21.079360119047596
2017,2,HB_WEST,17.61668154761903
2017,2,LZ_AEN,20.605327380952378
2017,2,LZ_CPS,20.919479166666672
2017,2,LZ_HOUSTON,23.517217261904744
2017,2,LZ_LCRA,20.660818452380934
2017,2,LZ_NORTH,19.550014880952354
2017,2,LZ_RAYBN,20.36915178571428
2017,2,LZ_SOUTH,21.79369047619048
2017,2,LZ_WEST,18.477053571428552
2017,3,HB_BUSAVG,22.56989232839838
2017,3,HB_HOUSTON,28.21329744279944
2017,3,HB_HUBAVG,23.233230148048445
2017,3,HB_NORTH,21.227779273216704
2017,3,HB_SOUTH,23.68075370121129
2017,3,HB_WEST,19.81359353970388
2017,3,LZ_AEN,22.9970121130552
2017,3,LZ_CPS,23.86154777927325
2017,3,LZ_HOUSTON,28.742005383580057
2017,3,LZ_LCRA,23.437133243607015
2017,3,LZ_NORTH,21.839407806191133
2017,3,LZ_RAYBN,21.907160161507377
2017,3,LZ_SOUTH,26.528209959623148
2017,3,LZ_WEST,20.251197846567948
2017,4,HB_BUSAVG,23.705083333333338
2017,4,HB_HOUSTON,32.29573611111113
2017,4,HB_HUBAVG,24.83048611111108
2017,4,HB_NORTH,21.410555555555558
2017,4,HB_SOUTH,25.609402777777834
2017,4,HB_WEST,19.99609722222221
2017,4,LZ_AEN,24.118083333333352
2017,4,LZ_CPS,25.337902777777813
2017,4,LZ_HOUSTON,32.967069444444434
2017,4,LZ_LCRA,24.477416666666645
2017,4,LZ_NORTH,21.97580555555556
2017,4,LZ_RAYBN,22.213430555555576
2017,4,LZ_SOUTH,28.54988888888888
2017,4,LZ_WEST,20.388569444444443
2017,5,HB_BUSAVG,25.087352150537637
2017,5,HB_HOUSTON,31.533172043010772
2017,5,HB_HUBAVG,25.90502688172042
2017,5,HB_NORTH,23.41991935483871
2017,5,HB_SOUTH,26.49501344086022
2017,5,HB_WEST,22.166612903225825
2017,5,LZ_AEN,25.29384408602153
2017,5,LZ_CPS,26.537029569892457
2017,5,LZ_HOUSTON,32.36264784946236
2017,5,LZ_LCRA,25.637956989247293
2017,5,LZ_NORTH,24.557513440860216
2017,5,LZ_RAYBN,24.00133064516127
2017,5,LZ_SOUTH,29.979731182795703
2017,5,LZ_WEST,22.867795698924688
2017,6,HB_BUSAVG,27.669152777777786
2017,6,HB_HOUSTON,33.168347222222216
2017,6,HB_HUBAVG,28.513847222222225
2017,6,HB_NORTH,25.890569444444452
2017,6,HB_SOUTH,29.654694444444385
2017,6,HB_WEST,25.33169444444446
2017,6,LZ_AEN,27.916638888888862
2017,6,LZ_CPS,30.415999999999986
2017,6,LZ_HOUSTON,33.66891666666667
2017,6,LZ_LCRA,28.63908333333331
2017,6,LZ_NORTH,26.893736111111128
2017,6,LZ_RAYBN,26.12504166666666
2017,6,LZ_SOUTH,36.783444444444434
2017,6,LZ_WEST,27.512319444444497
2017,7,HB_BUSAVG,31.454274193548372
2017,7,HB_HOUSTON,34.375833333333304
2017,7,HB_HUBAVG,31.864408602150508
2017,7,HB_NORTH,30.65431451612905
2017,7,HB_SOUTH,32.129462365591415
2017,7,HB_WEST,30.293642473118275
2017,7,LZ_AEN,31.40143817204299
2017,7,LZ_CPS,32.11529569892474
2017,7,LZ_HOUSTON,34.72583333333331
2017,7,LZ_LCRA,31.90571236559131
2017,7,LZ_NORTH,31.18684139784941
2017,7,LZ_RAYBN,30.760497311828036
2017,7,LZ_SOUTH,34.193293010752704
2017,7,LZ_WEST,31.13017473118277
2017,8,HB_BUSAVG,27.50701612903224
2017,8,HB_HOUSTON,29.401720430107503
2017,8,HB_HUBAVG,27.83861559139784
2017,8,HB_NORTH,26.832728494623698
2017,8,HB_SOUTH,28.315026881720442
2017,8,HB_WEST,26.817043010752673
2017,8,LZ_AEN,27.4656182795699
2017,8,LZ_CPS,28.137567204301074
2017,8,LZ_HOUSTON,30.031478494623677
2017,8,LZ_LCRA,27.678010752688156
2017,8,LZ_NORTH,27.060362903225826
2017,8,LZ_RAYBN,26.824825268817218
2017,8,LZ_SOUTH,33.45784946236562
2017,8,LZ_WEST,27.21391129032259
2017,9,HB_BUSAVG,24.18416666666667
2017,9,HB_HOUSTON,26.542944444444476
2017,9,HB_HUBAVG,24.51969444444446
2017,9,HB_NORTH,23.34611111111114
2017,9,HB_SOUTH,25.515097222222252
2017,9,HB_WEST,22.67881944444447
2017,9,LZ_AEN,24.628805555555527
2017,9,LZ_CPS,25.136652777777773
2017,9,LZ_HOUSTON,27.41002777777781
2017,9,LZ_LCRA,24.813430555555595
2017,9,LZ_NORTH,23.968402777777733
2017,9,LZ_RAYBN,23.53568055555559
2017,9,LZ_SOUTH,28.330347222222176
2017,9,LZ_WEST,27.011777777777787
2017,10,HB_BUSAVG,23.56327956989244
2017,10,HB_HOUSTON,30.14123655913974
2017,10,HB_HUBAVG,24.701451612903202
2017,10,HB_NORTH,21.405900537634416
2017,10,HB_SOUTH,25.563655913978447
2017,10,HB_WEST,21.69383064516131
2017,10,LZ_AEN,24.019905913978487
2017,10,LZ_CPS,25.27595430107524
2017,10,LZ_HOUSTON,31.33938172043011
2017,10,LZ_LCRA,24.484260752688154
2017,10,LZ_NORTH,21.93842741935485
2017,10,LZ_RAYBN,21.379932795698934
2017,10,LZ_SOUTH,28.46401881720432
2017,10,LZ_WEST,22.17331989247315
2017,11,HB_BUSAVG,22.677458333333323
2017,11,HB_HOUSTON,26.091055555555574
2017,11,HB_HUBAVG,23.167138888888864
2017,11,HB_NORTH,21.59620833333334
2017,11,HB_SOUTH,23.977180555555567
2017,11,HB_WEST,21.001791666666662
2017,11,LZ_AEN,23.019444444444435
2017,11,LZ_CPS,23.572569444444476
2017,11,LZ_HOUSTON,26.33962499999997
2017,11,LZ_LCRA,23.04712499999999
2017,11,LZ_NORTH,22.263166666666688
2017,11,LZ_RAYBN,21.82918055555556
2017,11,LZ_SOUTH,27.86572222222222
2017,11,LZ_WEST,22.152916666666673
2017,12,HB_BUSAVG,21.1879569892473
2017,12,HB_HOUSTON,21.549005376344045
2017,12,HB_HUBAVG,21.2098521505376
2017,12,HB_NORTH,20.95299731182797
2017,12,HB_SOUTH,21.99791666666666
2017,12,HB_WEST,20.338037634408614
2017,12,LZ_AEN,21.0629301075269
2017,12,LZ_CPS,22.048373655913956
2017,12,LZ_HOUSTON,21.97978494623659
2017,12,LZ_LCRA,21.117661290322573
2017,12,LZ_NORTH,21.40813172043009
2017,12,LZ_RAYBN,21.31260752688174
2017,12,LZ_SOUTH,25.404220430107504
2017,12,LZ_WEST,21.87225806451613
2018,1,HB_BUSAVG,37.86967741935482
2018,1,HB_HOUSTON,37.944784946236524
2018,1,HB_HUBAVG,37.77303763440862
2018,1,HB_NORTH,37.5859005376344
2018,1,HB_SOUTH,39.498145161290296
2018,1,HB_WEST,36.051639784946275
2018,1,LZ_AEN,38.83798387096776
2018,1,LZ_CPS,41.312876344086014
2018,1,LZ_HOUSTON,38.044986559139794
2018,1,LZ_LCRA,38.99256720430111
2018,1,LZ_NORTH,37.728521505376335
2018,1,LZ_RAYBN,39.37014784946231
2018,1,LZ_SOUTH,46.13256720430113
2018,1,LZ_WEST,37.29330645161292
2018,2,HB_BUSAVG,21.854315476190465
2018,2,HB_HOUSTON,22.16410714285716
2018,2,HB_HUBAVG,21.83005952380953
2018,2,HB_NORTH,21.767023809523774
2018,2,HB_SOUTH,22.306398809523813
2018,2,HB_WEST,21.087604166666658
2018,2,LZ_AEN,21.913883928571398
2018,2,LZ_CPS,22.517395833333318
2018,2,LZ_HOUSTON,22.375848214285735
2018,2,LZ_LCRA,21.76224702380953
2018,2,LZ_NORTH,21.84046130952379
2018,2,LZ_RAYBN,22.403169642857126
2018,2,LZ_SOUTH,25.197038690476194
2018,2,LZ_WEST,22.12410714285712
2018,3,HB_BUSAVG,22.561978465679648
2018,3,HB_HOUSTON,23.782543741588132
2018,3,HB_HUBAVG,22.40343203230148
2018,3,HB_NORTH,22.608008075370122
2018,3,HB_SOUTH,22.888452220726812
2018,3,HB_WEST,20.3336204576043
2018,3,LZ_AEN,22.202826379542397
2018,3,LZ_CPS,25.289273216689107
2018,3,LZ_HOUSTON,23.933458950201892
2018,3,LZ_LCRA,22.051305518169595
2018,3,LZ_NORTH,22.640551816958272
2018,3,LZ_RAYBN,23.805706594885592
2018,3,LZ_SOUTH,26.759973082099577
2018,3,LZ_WEST,22.30162853297446
2018,4,HB_BUSAVG,23.142958333333308
2018,4,HB_HOUSTON,24.652694444444446
2018,4,HB_HUBAVG,22.450305555555552
2018,4,HB_NORTH,23.522916666666667
2018,4,HB_SOUTH,24.471888888888902
2018,4,HB_WEST,17.156625000000005
2018,4,LZ_AEN,22.18848611111112
2018,4,LZ_CPS,26.535375000000013
2018,4,LZ_HOUSTON,24.728347222222226
2018,4,LZ_LCRA,22.644027777777783
2018,4,LZ_NORTH,24.36688888888891
2018,4,LZ_RAYBN,27.19887500000002
2018,4,LZ_SOUTH,28.186972222222227
2018,4,LZ_WEST,21.128125000000004
2018,5,HB_BUSAVG,34.00524193548385
2018,5,HB_HOUSTON,34.14755376344084
2018,5,HB_HUBAVG,32.83485215053763
2018,5,HB_NORTH,35.3061424731183
2018,5,HB_SOUTH,34.2260752688172
2018,5,HB_WEST,27.692016129032254
2018,5,LZ_AEN,33.166169354838736
2018,5,LZ_CPS,36.05559139784947
2018,5,LZ_HOUSTON,35.53303763440861
2018,5,LZ_LCRA,34.73540322580648
2018,5,LZ_NORTH,37.451881720430116
2018,5,LZ_RAYBN,40.951250000000016
2018,5,LZ_SOUTH,41.27442204301073
2018,5,LZ_WEST,49.600120967741965
2018,6,HB_BUSAVG,29.96612499999997
2018,6,HB_HOUSTON,30.628486111111098
2018,6,HB_HUBAVG,29.781861111111088
2018,6,HB_NORTH,30.21188888888888
2018,6,HB_SOUTH,30.068638888888913
2018,6,HB_WEST,28.277027777777782
2018,6,LZ_AEN,30.28612499999999
2018,6,LZ_CPS,30.727277777777783
2018,6,LZ_HOUSTON,31.80234722222222
2018,6,LZ_LCRA,30.365555555555577
2018,6,LZ_NORTH,31.301611111111136
2018,6,LZ_RAYBN,31.945583333333342
2018,6,LZ_SOUTH,32.258680555555515
2018,6,LZ_WEST,57.96752777777783
2018,7,HB_BUSAVG,78.85944892473117
2018,7,HB_HOUSTON,79.03404569892474
2018,7,HB_HUBAVG,78.83232526881713
2018,7,HB_NORTH,78.96845430107523
2018,7,HB_SOUTH,78.8473790322581
2018,7,HB_WEST,78.51755376344079
2018,7,LZ_AEN,78.95137096774195
2018,7,LZ_CPS,79.12443548387105
2018,7,LZ_HOUSTON,79.56653225806457
2018,7,LZ_LCRA,79.06994623655915
2018,7,LZ_NORTH,79.84618279569887
2018,7,LZ_RAYBN,84.90190860215051
2018,7,LZ_SOUTH,80.44756720430111
2018,7,LZ_WEST,101.47096774193538
2018,8,HB_BUSAVG,31.661559139784913
2018,8,HB_HOUSTON,31.944247311827972
2018,8,HB_HUBAVG,31.69458333333332
2018,8,HB_NORTH,31.603051075268784
2018,8,HB_SOUTH,31.66752688172045
2018,8,HB_WEST,31.560120967741923
2018,8,LZ_AEN,31.732137096774153
2018,8,LZ_CPS,31.865685483871015
2018,8,LZ_HOUSTON,32.159623655913954
2018,8,LZ_LCRA,31.807970430107524
2018,8,LZ_NORTH,31.97158602150531
2018,8,LZ_RAYBN,32.51872311827957
2018,8,LZ_SOUTH,33.690631720430126
2018,8,LZ_WEST,33.28985215053763
2018,9,HB_BUSAVG,27.17544444444446
2018,9,HB_HOUSTON,27.581361111111068
2018,9,HB_HUBAVG,27.05302777777778
2018,9,HB_NORTH,27.299638888888918
2018,9,HB_SOUTH,27.189805555555555
2018,9,HB_WEST,26.139597222222196
2018,9,LZ_AEN,27.16730555555553
2018,9,LZ_CPS,27.512986111111136
2018,9,LZ_HOUSTON,27.722416666666632
2018,9,LZ_LCRA,27.18726388888886
2018,9,LZ_NORTH,27.885847222222214
2018,9,LZ_RAYBN,27.680888888888877
2018,9,LZ_SOUTH,28.383763888888897
2018,9,LZ_WEST,27.10109722222224
2018,10,HB_BUSAVG,29.95782258064515
2018,10,HB_HOUSTON,30.981935483870988
2018,10,HB_HUBAVG,29.889112903225822
2018,10,HB_NORTH,30.03416666666664
2018,10,HB_SOUTH,29.772513440860244
2018,10,HB_WEST,28.76133064516124
2018,10,LZ_AEN,30.310000000000006
2018,10,LZ_CPS,31.635967741935485
2018,10,LZ_HOUSTON,31.781115591397857
2018,10,LZ_LCRA,30.06987903225809
2018,10,LZ_NORTH,31.64541666666666
2018,10,LZ_RAYBN,30.624959677419376
2018,10,LZ_SOUTH,32.12697580645161
2018,10,LZ_WEST,30.004556451612874
2018,11,HB_BUSAVG,30.644499999999972
2018,11,HB_HOUSTON,31.319236111111124
2018,11,HB_HUBAVG,30.277208333333338
2018,11,HB_NORTH,31.234888888888918
2018,11,HB_SOUTH,29.837180555555587
2018,11,HB_WEST,28.715250000000026
2018,11,LZ_AEN,30.468083333333325
2018,11,LZ_CPS,32.041208333333316
2018,11,LZ_HOUSTON,31.730333333333313
2018,11,LZ_LCRA,30.515805555555563
2018,11,LZ_NORTH,31.97412499999999
2018,11,LZ_RAYBN,33.45244444444446
2018,11,LZ_SOUTH,33.54448611111104
2018,11,LZ_WEST,31.22402777777777
2018,12,HB_BUSAVG,30.268185483870955
2018,12,HB_HOUSTON,30.333548387096755
2018,12,HB_HUBAVG,30.191989247311827
2018,12,HB_NORTH,30.39826612903227
2018,12,HB_SOUTH,30.089301075268807
2018,12,HB_WEST,29.9440053763441
2018,12,LZ_AEN,30.094758064516125
2018,12,LZ_CPS,30.309220430107572
2018,12,LZ_HOUSTON,30.462069892473117
2018,12,LZ_LCRA,30.582661290322633
2018,12,LZ_NORTH,31.131948924731233
2018,12,LZ_RAYBN,31.55353494623656
2018,12,LZ_SOUTH,32.11272849462366
2018,12,LZ_WEST,34.98084677419353
